timestamp,machine_id,temperature,pressure,vibration,rotation_speed,voltage,anomaly
2025-01-01 00:00:00,1,59.02444248067376,109.91000962370191,0.5258924761030431,999.4802853593447,215.19020063195748,0
2025-01-01 01:00:00,1,60.292481749321816,108.53669821646928,0.5883832976075117,1028.3381191209035,216.94932126247997,0
2025-01-01 02:00:00,1,59.202351278640265,106.75874285254038,0.6519102659463165,1026.5085651926431,220.35582849464666,0
2025-01-01 03:00:00,1,59.69112194781564,106.3649793687984,0.645013709993792,1050.5245921203277,221.59335461037492,0
2025-01-01 04:00:00,1,59.98151931817033,104.13283810914464,0.73343938096346,1029.3510200457467,222.24252496400854,0
2025-01-01 05:00:00,1,59.84728375037847,101.31943842387696,0.7014422184273622,1048.0361945467814,222.10769106028258,0
2025-01-01 06:00:00,1,58.24550217494901,103.0232691916248,0.7435007699801529,1013.5023746107245,223.09652722863228,0
2025-01-01 07:00:00,1,61.75865316688923,105.01316200799829,0.5313800116853825,1017.6211944556451,221.84931633157552,0
2025-01-01 08:00:00,1,61.44312737378705,105.59545286861517,0.6526470019017925,1039.0706365177934,222.10121410870667,0
2025-01-01 09:00:00,1,58.80296258249468,106.21789985477513,0.6175101664625329,1009.8862534239789,220.5515960661473,0
2025-01-01 10:00:00,1,59.502341523465304,108.33775293893174,0.6085094885442787,1021.5224237234255,218.7340828200073,0
2025-01-01 11:00:00,1,58.72312592940255,107.35258790905878,0.5521292221106406,1030.687765644591,219.5186376510737,0
2025-01-01 12:00:00,1,58.261778320706654,109.9298575918912,0.5880141079126342,1019.1886078119493,218.70307828732064,0
2025-01-01 13:00:00,1,56.324787409409005,112.38108286090663,0.45358291976801646,1009.4429994727784,218.67458721587462,0
2025-01-01 14:00:00,1,57.369168469327974,112.33802200763641,0.5417003211769895,1000.3423513136245,215.32421540582035,0
2025-01-01 15:00:00,1,58.19839796174787,111.12028866939539,0.4638431062794489,1003.031554002275,213.04090683314408,0
2025-01-01 16:00:00,1,59.8582038601499,112.5406656855856,0.4630911631480183,1003.9139704566509,213.02825876430063,0
2025-01-01 17:00:00,1,57.50862965843585,116.68538626360137,0.5015797838052967,989.8372203010554,212.78230625860087,0
2025-01-01 18:00:00,1,57.183533851198156,118.03787286465597,0.4816789087114338,999.7764207526866,212.95566381476976,0
2025-01-01 19:00:00,1,56.628657764713054,117.4902559273061,0.5352926292784411,1007.8105115959811,213.5060083522737,0
2025-01-01 20:00:00,1,56.75781467365372,115.15980697420757,0.44551498053886074,997.0759686490312,213.95337415344068,0
2025-01-01 21:00:00,1,58.63704420040835,111.54804166713495,0.5072027011988132,1003.4273754825657,215.21594831932998,0
2025-01-01 22:00:00,1,58.40805607701709,112.95749685557949,0.5776938358589847,1011.983205964366,215.7237131957766,0
